Category	Name	Value
Unusable	299	1.0
Unusable	300	2.0
Unusable	304	4.0
Unusable	306	2.0
Unusable	307	1.0
Unusable	308	3.0
Unusable	309	4.0
Unusable	310	2.0
Unusable	312	2.0
Unusable	313	2.0
Unusable	314	1.0
Unusable	315	4.0
Unusable	316	4.0
Unusable	318	3.0
Unusable	319	2.0
Unusable	321	2.0
Unusable	322	2.0
Unusable	323	3.0
Unusable	324	5.0
Unusable	326	2.0
Unusable	327	2.0
Unusable	328	3.0
Unusable	329	3.0
Unusable	330	1.0
Unusable	331	2.0
Unusable	332	4.0
Unusable	333	4.0
Unusable	335	1.0
Unusable	336	2.0
Unusable	337	1.0
Unusable	338	2.0
Unusable	339	2.0
Unusable	340	1.0
Unusable	342	2.0
Unusable	344	1.0
Unusable	346	1.0
Unusable	347	2.0
Unusable	348	4.0
Unusable	349	1.0
Unusable	351	4.0
Unusable	353	1.0
Unusable	354	1.0
Unusable	355	1.0
Unusable	357	1.0
Unusable	360	2.0
Unusable	361	1.0
Unusable	363	1.0
Unusable	364	2.0
Unusable	365	2.0
Unusable	367	2.0
Unusable	368	1.0
Unusable	369	2.0
Unusable	370	2.0
Unusable	375	4.0
Unusable	376	1.0
Unusable	377	4.0
Unusable	378	5.0
Unusable	379	1.0
Unusable	381	1.0
Unusable	382	1.0
Unusable	383	1.0
Unusable	385	2.0
Unusable	386	1.0
Unusable	387	1.0
Unusable	388	2.0
Unusable	389	2.0
Unusable	390	1.0
Unusable	393	1.0
Unusable	394	4.0
Unusable	395	1.0
Unusable	396	5.0
Unusable	397	3.0
Unusable	401	1.0
Unusable	402	1.0
Unusable	403	2.0
Unusable	404	3.0
Unusable	405	2.0
Unusable	406	1.0
Unusable	407	3.0
Unusable	408	1.0
Unusable	410	4.0
Unusable	411	2.0
Unusable	412	4.0
Unusable	413	3.0
Unusable	414	5.0
Unusable	415	2.0
Unusable	416	5.0
Unusable	417	2.0
Unusable	418	4.0
Unusable	419	5.0
Unusable	420	4.0
Unusable	421	3.0
Unusable	422	2.0
Unusable	423	2.0
Unusable	424	4.0
Unusable	426	1.0
Unusable	428	1.0
Unusable	429	1.0
Unusable	431	1.0
Unusable	432	2.0
Unusable	435	1.0
Unusable	436	1.0
Unusable	437	2.0
Unusable	439	1.0
Unusable	440	2.0
Unusable	441	2.0
Unusable	442	1.0
Unusable	446	1.0
Unusable	447	4.0
Unusable	448	2.0
Unusable	449	2.0
Unusable	450	2.0
Unusable	451	3.0
Unusable	452	2.0
Unusable	453	1.0
Unusable	454	1.0
Unusable	455	3.0
Unusable	457	2.0
Unusable	458	1.0
Unusable	459	1.0
Unusable	460	1.0
Unusable	461	1.0
Unusable	462	1.0
Unusable	463	1.0
Unusable	465	2.0
Unusable	466	4.0
Unusable	467	3.0
Unusable	468	3.0
Unusable	469	1.0
Unusable	470	2.0
Unusable	471	4.0
Unusable	472	2.0
Unusable	473	5.0
Unusable	474	5.0
Unusable	475	3.0
Unusable	476	1.0
Unusable	477	2.0
Unusable	478	7.0
Unusable	479	4.0
Unusable	480	3.0
Unusable	481	3.0
Unusable	482	2.0
Unusable	483	2.0
Unusable	484	2.0
Unusable	485	4.0
Unusable	486	2.0
Unusable	487	1.0
Unusable	488	2.0
Unusable	489	2.0
Unusable	490	1.0
Unusable	491	2.0
Unusable	492	3.0
Unusable	493	3.0
Unusable	494	2.0
Unusable	495	4.0
Unusable	496	5.0
Unusable	498	6.0
Unusable	499	4.0
Unusable	500	1.0
Unusable	501	1.0
Unusable	502	3.0
Unusable	503	1.0
Unusable	505	1.0
Unusable	506	5.0
Unusable	508	2.0
Unusable	510	1.0
Unusable	512	2.0
Unusable	513	2.0
Unusable	514	2.0
Unusable	516	1.0
Unusable	517	1.0
Unusable	518	1.0
Unusable	519	2.0
Unusable	521	1.0
Unusable	522	1.0
Unusable	523	1.0
Unusable	524	2.0
Unusable	525	2.0
Unusable	527	2.0
Unusable	528	4.0
Unusable	529	3.0
Unusable	530	1.0
Unusable	531	1.0
Unusable	533	2.0
Unusable	534	1.0
Unusable	535	2.0
Unusable	536	3.0
Unusable	537	3.0
Unusable	538	4.0
Unusable	540	3.0
Unusable	541	2.0
Unusable	542	3.0
Unusable	543	1.0
Unusable	544	3.0
Unusable	545	2.0
Unusable	546	7.0
Unusable	547	2.0
Unusable	548	1.0
Unusable	549	4.0
Unusable	550	1.0
Unusable	551	3.0
Unusable	552	2.0
Unusable	553	3.0
Unusable	554	1.0
Unusable	555	2.0
Unusable	556	7.0
Unusable	557	4.0
Unusable	558	6.0
Unusable	559	5.0
Unusable	560	2.0
Unusable	561	3.0
Unusable	562	5.0
Unusable	563	2.0
Unusable	564	2.0
Unusable	565	2.0
Unusable	566	1.0
Unusable	567	1.0
Unusable	568	1.0
Unusable	569	3.0
Unusable	570	2.0
Unusable	571	1.0
Unusable	572	3.0
Unusable	573	1.0
Unusable	574	2.0
Unusable	575	1.0
Unusable	576	6.0
Unusable	577	1.0
Unusable	578	5.0
Unusable	579	3.0
Unusable	580	3.0
Unusable	581	2.0
Unusable	582	2.0
Unusable	583	2.0
Unusable	584	1.0
Unusable	585	1.0
Unusable	586	3.0
Unusable	587	1.0
Unusable	589	1.0
Unusable	590	2.0
Unusable	591	2.0
Unusable	593	1.0
Unusable	594	1.0
Unusable	595	1.0
Unusable	596	1.0
Unusable	599	2.0
Unusable	601	2.0
Unusable	603	4.0
Unusable	605	3.0
Unusable	606	3.0
Unusable	607	4.0
Unusable	609	1.0
Unusable	610	2.0
Unusable	614	2.0
Unusable	615	1.0
Unusable	616	1.0
Unusable	617	3.0
Unusable	618	4.0
Unusable	620	4.0
Unusable	622	3.0
Unusable	624	1.0
Unusable	625	1.0
Unusable	626	2.0
Unusable	627	4.0
Unusable	628	3.0
Unusable	629	3.0
Unusable	631	4.0
Unusable	632	1.0
Unusable	633	2.0
Unusable	634	2.0
Unusable	635	1.0
Unusable	637	2.0
Unusable	638	2.0
Unusable	639	1.0
Unusable	640	2.0
Unusable	641	2.0
Unusable	642	2.0
Unusable	643	2.0
Unusable	644	2.0
Unusable	645	2.0
Unusable	646	1.0
Unusable	647	3.0
Unusable	648	5.0
Unusable	649	6.0
Unusable	650	5.0
Unusable	651	3.0
Unusable	652	2.0
Unusable	653	4.0
Unusable	654	1.0
Unusable	655	7.0
Unusable	656	4.0
Unusable	657	1.0
Unusable	658	2.0
Unusable	659	1.0
Unusable	660	2.0
Unusable	661	2.0
Unusable	662	2.0
Unusable	663	1.0
Unusable	664	2.0
Unusable	665	7.0
Unusable	666	2.0
Unusable	667	2.0
Unusable	668	3.0
Unusable	669	2.0
Unusable	670	3.0
Unusable	671	4.0
Unusable	672	1.0
Unusable	673	3.0
Unusable	674	3.0
Unusable	675	1.0
Unusable	677	2.0
Unusable	678	2.0
Unusable	679	2.0
Unusable	680	4.0
Unusable	681	1.0
Unusable	682	4.0
Unusable	683	4.0
Unusable	684	6.0
Unusable	685	5.0
Unusable	686	1.0
Unusable	687	2.0
Unusable	688	4.0
Unusable	689	4.0
Unusable	690	3.0
Unusable	691	4.0
Unusable	692	3.0
Unusable	693	4.0
Unusable	694	3.0
Unusable	695	2.0
Unusable	696	4.0
Unusable	697	3.0
Unusable	698	4.0
Unusable	699	1.0
Unusable	700	1.0
Unusable	701	2.0
Unusable	702	2.0
Unusable	703	4.0
Unusable	704	1.0
Unusable	705	2.0
Unusable	706	1.0
Unusable	707	3.0
Unusable	708	4.0
Unusable	709	2.0
Unusable	710	2.0
Unusable	711	1.0
Unusable	712	7.0
Unusable	713	7.0
Unusable	714	3.0
Unusable	715	2.0
Unusable	716	3.0
Unusable	717	2.0
Unusable	718	3.0
Unusable	719	1.0
Unusable	720	1.0
Unusable	721	3.0
Unusable	722	4.0
Unusable	723	4.0
Unusable	724	3.0
Unusable	725	3.0
Unusable	726	3.0
Unusable	727	3.0
Unusable	728	2.0
Unusable	729	4.0
Unusable	730	4.0
Unusable	731	9.0
Unusable	732	3.0
Unusable	733	6.0
Unusable	734	4.0
Unusable	735	6.0
Unusable	736	3.0
Unusable	737	5.0
Unusable	738	1.0
Unusable	739	2.0
Unusable	740	5.0
Unusable	741	3.0
Unusable	742	3.0
Unusable	743	5.0
Unusable	744	3.0
Unusable	746	3.0
Unusable	747	2.0
Unusable	748	1.0
Unusable	749	2.0
Unusable	750	3.0
Unusable	751	3.0
Unusable	753	4.0
Unusable	754	2.0
Unusable	755	3.0
Unusable	756	2.0
Unusable	757	1.0
Unusable	758	2.0
Unusable	759	5.0
Unusable	760	5.0
Unusable	761	3.0
Unusable	762	4.0
Unusable	763	11.0
Unusable	764	4.0
Unusable	765	4.0
Unusable	766	5.0
Unusable	767	3.0
Unusable	768	6.0
Unusable	769	10.0
Unusable	770	8.0
Unusable	771	7.0
Unusable	772	6.0
Unusable	773	6.0
Unusable	774	5.0
Unusable	775	6.0
Unusable	776	2.0
Unusable	777	3.0
Unusable	778	3.0
Unusable	779	5.0
Unusable	780	3.0
Unusable	781	2.0
Unusable	782	2.0
Unusable	783	3.0
Unusable	784	2.0
Unusable	785	7.0
Unusable	786	1.0
Unusable	787	5.0
Unusable	788	9.0
Unusable	789	2.0
Unusable	790	2.0
Unusable	791	6.0
Unusable	792	2.0
Unusable	793	5.0
Unusable	794	3.0
Unusable	795	3.0
Unusable	796	3.0
Unusable	797	7.0
Unusable	798	4.0
Unusable	799	6.0
Unusable	800	4.0
Unusable	801	5.0
Unusable	802	9.0
Unusable	803	5.0
Unusable	804	7.0
Unusable	805	5.0
Unusable	806	4.0
Unusable	807	5.0
Unusable	808	5.0
Unusable	809	3.0
Unusable	810	6.0
Unusable	811	7.0
Unusable	812	6.0
Unusable	813	2.0
Unusable	814	3.0
Unusable	815	4.0
Unusable	816	7.0
Unusable	817	4.0
Unusable	818	1.0
Unusable	819	4.0
Unusable	820	4.0
Unusable	821	7.0
Unusable	822	9.0
Unusable	823	5.0
Unusable	824	4.0
Unusable	825	7.0
Unusable	826	5.0
Unusable	827	3.0
Unusable	828	8.0
Unusable	829	10.0
Unusable	830	6.0
Unusable	831	6.0
Unusable	832	6.0
Unusable	833	3.0
Unusable	834	5.0
Unusable	835	9.0
Unusable	836	7.0
Unusable	837	5.0
Unusable	838	6.0
Unusable	839	10.0
Unusable	840	8.0
Unusable	841	5.0
Unusable	842	7.0
Unusable	843	8.0
Unusable	844	4.0
Unusable	845	3.0
Unusable	846	9.0
Unusable	847	11.0
Unusable	848	4.0
Unusable	849	7.0
Unusable	850	2.0
Unusable	851	6.0
Unusable	852	6.0
Unusable	853	9.0
Unusable	854	7.0
Unusable	855	7.0
Unusable	856	6.0
Unusable	857	6.0
Unusable	858	5.0
Unusable	859	11.0
Unusable	860	7.0
Unusable	861	8.0
Unusable	862	3.0
Unusable	863	11.0
Unusable	864	6.0
Unusable	865	7.0
Unusable	866	3.0
Unusable	867	7.0
Unusable	868	6.0
Unusable	869	8.0
Unusable	870	6.0
Unusable	871	7.0
Unusable	872	6.0
Unusable	873	1.0
Unusable	874	5.0
Unusable	875	7.0
Unusable	876	7.0
Unusable	877	9.0
Unusable	878	5.0
Unusable	879	7.0
Unusable	880	4.0
Unusable	882	3.0
Unusable	883	6.0
Unusable	884	1.0
Unusable	885	10.0
Unusable	886	7.0
Unusable	887	4.0
Unusable	888	1.0
Unusable	889	4.0
Unusable	890	2.0
Unusable	891	5.0
Unusable	892	3.0
Unusable	893	3.0
Unusable	894	2.0
Unusable	895	4.0
Unusable	896	5.0
Unusable	897	4.0
Unusable	898	5.0
Unusable	899	5.0
Unusable	900	4.0
Unusable	901	3.0
Unusable	902	3.0
Unusable	904	4.0
Unusable	905	1.0
Unusable	906	4.0
Unusable	907	1.0
Unusable	908	6.0
Unusable	909	4.0
Unusable	910	3.0
Unusable	911	6.0
Unusable	912	2.0
Unusable	913	3.0
Unusable	914	2.0
Unusable	915	5.0
Unusable	916	5.0
Unusable	917	4.0
Unusable	918	3.0
Unusable	919	6.0
Unusable	920	4.0
Unusable	921	4.0
Unusable	922	6.0
Unusable	923	3.0
Unusable	924	7.0
Unusable	925	5.0
Unusable	926	8.0
Unusable	927	9.0
Unusable	928	6.0
Unusable	929	4.0
Unusable	930	5.0
Unusable	931	4.0
Unusable	932	10.0
Unusable	933	4.0
Unusable	934	4.0
Unusable	935	5.0
Unusable	936	8.0
Unusable	937	5.0
Unusable	938	5.0
Unusable	939	1.0
Unusable	940	3.0
Unusable	941	4.0
Unusable	942	3.0
Unusable	943	5.0
Unusable	944	6.0
Unusable	945	10.0
Unusable	946	2.0
Unusable	947	2.0
Unusable	948	5.0
Unusable	949	5.0
Unusable	950	5.0
Unusable	951	3.0
Unusable	952	4.0
Unusable	953	5.0
Unusable	954	9.0
Unusable	955	6.0
Unusable	956	4.0
Unusable	957	7.0
Unusable	958	4.0
Unusable	959	5.0
Unusable	960	6.0
Unusable	961	3.0
Unusable	962	3.0
Unusable	963	4.0
Unusable	964	2.0
Unusable	965	3.0
Unusable	966	3.0
Unusable	967	6.0
Unusable	968	1.0
Unusable	969	4.0
Unusable	970	4.0
Unusable	971	4.0
Unusable	972	3.0
Unusable	973	5.0
Unusable	974	1.0
Unusable	975	5.0
Unusable	976	3.0
Unusable	977	5.0
Unusable	978	5.0
Unusable	979	9.0
Unusable	980	8.0
Unusable	981	8.0
Unusable	982	7.0
Unusable	983	6.0
Unusable	984	9.0
Unusable	985	6.0
Unusable	986	6.0
Unusable	987	9.0
Unusable	988	3.0
Unusable	989	10.0
Unusable	990	8.0
Unusable	991	6.0
Unusable	992	3.0
Unusable	993	3.0
Unusable	994	4.0
Unusable	995	2.0
Unusable	996	5.0
Unusable	997	5.0
Unusable	998	2.0
Unusable	999	4.0
Unusable	1000	7.0
Unusable	1001	4.0
Unusable	1002	5.0
Unusable	1003	7.0
Unusable	1004	2.0
Unusable	1005	2.0
Unusable	1006	6.0
Unusable	1007	9.0
Unusable	1008	4.0
Unusable	1009	2.0
Unusable	1010	10.0
Unusable	1011	2.0
Unusable	1012	2.0
Unusable	1013	4.0
Unusable	1014	2.0
Unusable	1015	8.0
Unusable	1016	7.0
Unusable	1017	4.0
Unusable	1018	4.0
Unusable	1019	3.0
Unusable	1020	1.0
Unusable	1021	3.0
Unusable	1022	1.0
Unusable	1023	1.0
Unusable	1024	3.0
Unusable	1025	4.0
Unusable	1026	4.0
Unusable	1027	5.0
Unusable	1029	1.0
Unusable	1030	4.0
Unusable	1031	3.0
Unusable	1032	3.0
Unusable	1033	2.0
Unusable	1034	2.0
Unusable	1035	2.0
Unusable	1036	5.0
Unusable	1037	3.0
Unusable	1038	2.0
Unusable	1039	3.0
Unusable	1040	5.0
Unusable	1041	1.0
Unusable	1042	4.0
Unusable	1043	2.0
Unusable	1044	1.0
Unusable	1045	5.0
Unusable	1046	1.0
Unusable	1047	2.0
Unusable	1048	1.0
Unusable	1049	3.0
Unusable	1050	2.0
Unusable	1051	5.0
Unusable	1052	1.0
Unusable	1053	3.0
Unusable	1054	2.0
Unusable	1055	3.0
Unusable	1056	2.0
Unusable	1057	4.0
Unusable	1058	3.0
Unusable	1059	2.0
Unusable	1060	2.0
Unusable	1061	4.0
Unusable	1062	5.0
Unusable	1063	2.0
Unusable	1064	6.0
Unusable	1065	5.0
Unusable	1066	2.0
Unusable	1067	2.0
Unusable	1068	2.0
Unusable	1069	5.0
Unusable	1070	3.0
Unusable	1071	7.0
Unusable	1073	3.0
Unusable	1074	3.0
Unusable	1075	7.0
Unusable	1076	2.0
Unusable	1077	1.0
Unusable	1078	4.0
Unusable	1079	1.0
Unusable	1080	3.0
Unusable	1081	1.0
Unusable	1082	2.0
Unusable	1083	1.0
Unusable	1084	2.0
Unusable	1085	2.0
Unusable	1086	3.0
Unusable	1087	1.0
Unusable	1088	3.0
Unusable	1089	3.0
Unusable	1090	1.0
Unusable	1091	6.0
Unusable	1092	1.0
Unusable	1093	1.0
Unusable	1094	3.0
Unusable	1095	4.0
Unusable	1096	7.0
Unusable	1097	1.0
Unusable	1098	3.0
Unusable	1099	2.0
Unusable	1100	4.0
Unusable	1101	3.0
Unusable	1102	3.0
Unusable	1103	3.0
Unusable	1104	3.0
Unusable	1105	1.0
Unusable	1106	2.0
Unusable	1107	4.0
Unusable	1108	3.0
Unusable	1109	2.0
Unusable	1110	2.0
Unusable	1111	1.0
Unusable	1112	3.0
Unusable	1113	1.0
Unusable	1114	4.0
Unusable	1115	4.0
Unusable	1116	2.0
Unusable	1117	3.0
Unusable	1118	2.0
Unusable	1119	1.0
Unusable	1121	2.0
Unusable	1122	4.0
Unusable	1123	1.0
Unusable	1124	6.0
Unusable	1125	1.0
Unusable	1126	2.0
Unusable	1127	2.0
Unusable	1128	3.0
Unusable	1129	5.0
Unusable	1130	3.0
Unusable	1131	2.0
Unusable	1132	2.0
Unusable	1133	5.0
Unusable	1134	1.0
Unusable	1135	1.0
Unusable	1136	2.0
Unusable	1137	3.0
Unusable	1139	1.0
Unusable	1140	2.0
Unusable	1141	3.0
Unusable	1142	2.0
Unusable	1143	2.0
Unusable	1144	4.0
Unusable	1145	2.0
Unusable	1146	2.0
Unusable	1147	1.0
Unusable	1148	4.0
Unusable	1149	3.0
Unusable	1150	2.0
Unusable	1151	2.0
Unusable	1152	1.0
Unusable	1153	5.0
Unusable	1154	3.0
Unusable	1155	4.0
Unusable	1156	1.0
Unusable	1159	5.0
Unusable	1160	2.0
Unusable	1161	3.0
Unusable	1162	4.0
Unusable	1163	1.0
Unusable	1164	3.0
Unusable	1165	6.0
Unusable	1167	5.0
Unusable	1169	2.0
Unusable	1170	2.0
Unusable	1171	8.0
Unusable	1173	5.0
Unusable	1174	5.0
Unusable	1175	5.0
Unusable	1176	9.0
Unusable	1177	5.0
Unusable	1178	3.0
Unusable	1179	1.0
Unusable	1181	3.0
Unusable	1182	4.0
Unusable	1183	6.0
Unusable	1184	4.0
Unusable	1185	5.0
Unusable	1186	13.0
Unusable	1187	3.0
Unusable	1188	2.0
Unusable	1189	5.0
Unusable	1190	2.0
Unusable	1191	6.0
Unusable	1192	3.0
Unusable	1193	6.0
Unusable	1194	3.0
Unusable	1195	4.0
Unusable	1196	5.0
Unusable	1197	3.0
Unusable	1198	6.0
Unusable	1199	3.0
Unusable	1201	4.0
Unusable	1202	1.0
Unusable	1203	2.0
Unusable	1204	3.0
Unusable	1205	1.0
Unusable	1206	4.0
Unusable	1207	3.0
Unusable	1208	4.0
Unusable	1210	5.0
Unusable	1211	5.0
Unusable	1212	6.0
Unusable	1213	5.0
Unusable	1214	2.0
Unusable	1215	3.0
Unusable	1216	3.0
Unusable	1217	2.0
Unusable	1218	1.0
Unusable	1219	2.0
Unusable	1220	1.0
Unusable	1221	3.0
Unusable	1222	5.0
Unusable	1224	5.0
Unusable	1225	5.0
Unusable	1226	3.0
Unusable	1227	2.0
Unusable	1228	3.0
Unusable	1229	6.0
Unusable	1230	1.0
Unusable	1231	2.0
Unusable	1232	2.0
Unusable	1233	2.0
Unusable	1234	2.0
Unusable	1235	1.0
Unusable	1236	3.0
Unusable	1237	3.0
Unusable	1239	2.0
Unusable	1240	1.0
Unusable	1241	2.0
Unusable	1242	2.0
Unusable	1243	5.0
Unusable	1244	2.0
Unusable	1245	1.0
Unusable	1246	4.0
Unusable	1247	1.0
Unusable	1248	5.0
Unusable	1249	4.0
Unusable	1250	2.0
Unusable	1251	2.0
Unusable	1252	3.0
Unusable	1253	3.0
Unusable	1254	1.0
Unusable	1255	4.0
Unusable	1256	1.0
Unusable	1257	1.0
Unusable	1259	4.0
Unusable	1260	3.0
Unusable	1261	4.0
Unusable	1262	1.0
Unusable	1263	4.0
Unusable	1264	4.0
Unusable	1265	5.0
Unusable	1266	7.0
Unusable	1267	3.0
Unusable	1268	3.0
Unusable	1269	1.0
Unusable	1270	1.0
Unusable	1271	2.0
Unusable	1272	2.0
Unusable	1273	1.0
Unusable	1274	3.0
Unusable	1275	2.0
Unusable	1277	2.0
Unusable	1278	6.0
Unusable	1279	2.0
Unusable	1280	2.0
Unusable	1281	3.0
Unusable	1286	2.0
Unusable	1287	2.0
Unusable	1288	1.0
Unusable	1289	1.0
Unusable	1290	4.0
Unusable	1291	1.0
Unusable	1293	3.0
Unusable	1294	4.0
Unusable	1295	2.0
Unusable	1296	1.0
Unusable	1297	1.0
Unusable	1298	5.0
Unusable	1299	3.0
Unusable	1300	2.0
Unusable	1301	1.0
Unusable	1302	2.0
Unusable	1303	1.0
Unusable	1305	1.0
Unusable	1306	4.0
Unusable	1307	2.0
Unusable	1308	1.0
Unusable	1309	1.0
Unusable	1310	2.0
Unusable	1311	2.0
Unusable	1312	2.0
Unusable	1313	1.0
